"bird_id","egg_id","clip_id","ring_no","min_hatch_date","min_hatch_time","max_hatch_date","max_hatch_time","nest_rear","max_death_date","max_death_time","sex"
"X552284",NA,NA,"X552284",NA,NA,NA,NA,NA,NA,NA,"F"
"X552285",NA,NA,"X552285",NA,NA,NA,NA,NA,NA,NA,"F"
"X552286",NA,NA,"X552286",NA,NA,NA,NA,NA,NA,NA,"M"
"X552287",NA,NA,"X552287",NA,NA,NA,NA,NA,NA,NA,"F"
"X552288",NA,NA,"X552288",NA,NA,NA,NA,NA,NA,NA,"F"
"X552289",NA,NA,"X552289",NA,NA,NA,NA,NA,NA,NA,"M"
"X552290",NA,NA,"X552290",NA,NA,NA,NA,NA,NA,NA,"M"
"X552291",NA,NA,"X552291",NA,NA,NA,NA,NA,NA,NA,"F"
"X552292",NA,NA,"X552292",NA,NA,NA,NA,NA,NA,NA,"M"
"X552293",NA,NA,"X552293",NA,NA,NA,NA,NA,NA,NA,"F"
"X552294",NA,NA,"X552294",NA,NA,NA,NA,NA,NA,NA,"M"
"X552295",NA,NA,"X552295",NA,NA,NA,NA,NA,NA,NA,"M"
"X552296",NA,NA,"X552296",NA,NA,NA,NA,NA,NA,NA,"F"
"X552297",NA,NA,"X552297",NA,NA,NA,NA,NA,NA,NA,"F"
"X552298",NA,NA,"X552298",NA,NA,NA,NA,NA,NA,NA,"F"
"X552299",NA,NA,"X552299",NA,NA,NA,NA,NA,NA,NA,"M"
"X552300",NA,NA,"X552300",NA,NA,NA,NA,NA,NA,NA,"F"
"X552301",NA,NA,"X552301",NA,NA,NA,NA,NA,NA,NA,"F"
"X552302",NA,NA,"X552302",NA,NA,NA,NA,NA,NA,NA,"M"
"X552306",NA,NA,"X552306",NA,NA,NA,NA,NA,NA,NA,"M"
"X552303",NA,NA,"X552303",NA,NA,NA,NA,NA,NA,NA,"M"
"X552308",NA,NA,"X552308",NA,NA,NA,NA,NA,NA,NA,"F"
"X552307",NA,NA,"X552307",NA,NA,NA,NA,NA,NA,NA,"M"
"X552305",NA,NA,"X552305",NA,NA,NA,NA,NA,NA,NA,"F"
"X552304",NA,NA,"X552304",NA,NA,NA,NA,NA,NA,NA,"F"
"X552309",NA,NA,"X552309",NA,NA,NA,NA,NA,NA,NA,"F"
"X552310",NA,NA,"X552310",NA,NA,NA,NA,NA,NA,NA,"F"
"X552311",NA,NA,"X552311",NA,NA,NA,NA,NA,NA,NA,"M"
"X552312",NA,NA,"X552312",NA,NA,NA,NA,NA,NA,NA,"M"
"X552313",NA,NA,"X552313",NA,NA,NA,NA,NA,NA,NA,"F"
"X552314",NA,NA,"X552314",NA,NA,NA,NA,NA,NA,NA,"F"
"X552321",NA,NA,"X552321",NA,NA,NA,NA,NA,NA,NA,"M"
"X552315",NA,NA,"X552315",NA,NA,NA,NA,NA,NA,NA,"F"
"X552317",NA,NA,"X552317",NA,NA,NA,NA,NA,NA,NA,"F"
"X552316",NA,NA,"X552316",NA,NA,NA,NA,NA,NA,NA,"F"
"X552318",NA,NA,"X552318",NA,NA,NA,NA,NA,NA,NA,"M"
"X552320",NA,NA,"X552320",NA,NA,NA,NA,NA,NA,NA,"F"
"X552319",NA,NA,"X552319",NA,NA,NA,NA,NA,NA,NA,"M"
"X552349",NA,NA,"X552349",NA,NA,NA,NA,NA,NA,NA,"F"
"X552322",NA,NA,"X552322",NA,NA,NA,NA,NA,NA,NA,"M"
"X552338",NA,NA,"X552338",NA,NA,NA,NA,NA,NA,NA,"F"
"X552337",NA,NA,"X552337",NA,NA,NA,NA,NA,NA,NA,"M"
"X552339",NA,NA,"X552339",NA,NA,NA,NA,NA,NA,NA,"F"
"X552340",NA,NA,"X552340",NA,NA,NA,NA,NA,NA,NA,"F"
"X552344",NA,NA,"X552344",NA,NA,NA,NA,NA,NA,NA,"F"
"X552341",NA,NA,"X552341",NA,NA,NA,NA,NA,NA,NA,"M"
"X552342",NA,NA,"X552342",NA,NA,NA,NA,NA,NA,NA,"F"
"X552343",NA,NA,"X552343",NA,NA,NA,NA,NA,NA,NA,"M"
"X552348",NA,NA,"X552348",NA,NA,NA,NA,NA,NA,NA,"F"
"X552347",NA,NA,"X552347",NA,NA,NA,NA,NA,NA,NA,"M"
"X552352",NA,NA,"X552352",NA,NA,NA,NA,NA,NA,NA,"F"
"X552346",NA,NA,"X552346",NA,NA,NA,NA,NA,NA,NA,"M"
"X552345",NA,NA,"X552345",NA,NA,NA,NA,NA,NA,NA,"M"
"X552353",NA,NA,"X552353",NA,NA,NA,NA,NA,NA,NA,"F"
"X552350",NA,NA,"X552350",NA,NA,NA,NA,NA,NA,NA,"M"
"X552351",NA,NA,"X552351",NA,NA,NA,NA,NA,NA,NA,"F"
"X552354",NA,NA,"X552354",NA,NA,NA,NA,NA,NA,NA,"F"
"X552356",NA,NA,"X552356",NA,NA,NA,NA,NA,NA,NA,"M"
"X552355",NA,NA,"X552355",NA,NA,NA,NA,NA,NA,NA,"F"
"X552357",NA,NA,"X552357",NA,NA,NA,NA,NA,NA,NA,"F"
"X552358",NA,NA,"X552358",NA,NA,NA,NA,NA,NA,NA,"M"
"12_10H01",NA,NA,NA,"2012-05-19","11:29","2012-05-20","10:33","12_10","2012-05-20","10:33",NA
"12_163H01",NA,NA,NA,"2012-05-18","9:09","2012-05-20","8:52","12_163","2012-05-20","8:52",NA
"12_46H01",NA,NA,NA,"2012-05-22","9:39","2012-05-23","9:50","12_46","2012-05-23","9:50",NA
"12_86H01",NA,NA,NA,"2012-05-28","9:06","2012-05-29","10:43","12_86","2012-05-29","10:43",NA
"12_98H01",NA,NA,NA,"2012-05-29","10:35","2012-05-30","9:58","12_98","2012-05-30","9:58",NA
"12_A14bH01",NA,NA,NA,"2012-05-29","15:15","2012-05-30","15:44","12_A14b","2012-05-30","15:44",NA
"12_A21H01",NA,NA,NA,"2012-05-16","13:21","2012-05-18","13:41","12_A21","2012-05-18","13:41",NA
"12_A21H02",NA,NA,NA,"2012-05-16","13:21","2012-05-18","13:41","12_A21","2012-05-18","13:41",NA
"12_A22H01",NA,NA,NA,"2012-05-14","13:17","2012-05-15","14:33","12_A22","2012-05-15","14:33",NA
"L970624",NA,"L","L970624","2013-05-26","7:52","2013-05-27","09:10:00.00","13_A34",NA,NA,"M"
"L970618",NA,"R","L970618","2013-05-27","09:10:00.00","2013-05-28","09:14:00.00","13_A34",NA,NA,"F"
"L970625",NA,"B","L970625","2013-05-27","09:10:00.00","2013-05-28","09:14:00.00","13_A34",NA,NA,"F"
"L970619",NA,"LB","L970619","2013-05-27","09:10:00.00","2013-05-28","09:14:00.00","13_A34",NA,NA,"F"
"L970623",NA,"RB","L970623","2013-05-27","09:10:00.00","2013-05-28","09:14:00.00","13_A34",NA,NA,"F"
"L970621",NA,"LR","L970621","2013-05-27","09:10:00.00","2013-05-28","09:14:00.00","13_A34",NA,NA,"F"
"L970622",NA,"A","L970622","2013-05-28","09:14:00.00","2013-05-30","09:20:00.00","13_A34",NA,NA,"F"
"L970620",NA,"N","L970620","2013-05-28","09:14:00.00","2013-05-30","09:20:00.00","13_A34",NA,NA,"M"
"L970631",NA,"L","L970631","2013-05-27","8:49","2013-05-28","08:26:00.00","13_A7",NA,NA,"F"
"L970632",NA,"R","L970632","2013-05-27","8:49","2013-05-28","08:26:00.00","13_A7","2013-06-22",NA,"F"
"L970627",NA,"B","L970627","2013-05-28","08:26:00.00","2013-05-29","08:35:00.00","13_A7",NA,NA,"M"
"L970628",NA,"LB","L970628","2013-05-28","08:26:00.00","2013-05-29","08:35:00.00","13_A7","2013-06-12","14:35:00.00","M"
"L970630",NA,"RB","L970630","2013-05-28","08:26:00.00","2013-05-29","08:35:00.00","13_A7","2013-06-12","14:35:00.00","M"
"L970626",NA,"LR","L970626","2013-05-28","08:26:00.00","2013-05-29","08:35:00.00","13_A7",NA,NA,"F"
"L970629",NA,"N","L970629","2013-05-28","08:26:00.00","2013-05-29","08:35:00.00","13_A7","2013-06-22",NA,"M"
"L970637",NA,"L","L970637","2013-05-27","8:53","2013-05-28","08:49:00.00","13_A15",NA,NA,"F"
"L970638",NA,"R","L970638","2013-05-27","8:53","2013-05-28","08:49:00.00","13_A15",NA,NA,"M"
"L970633",NA,"B","L970633","2013-05-27","8:53","2013-05-28","08:49:00.00","13_A15",NA,NA,"F"
"L970635",NA,"LB","L970635","2013-05-27","8:53","2013-05-28","08:49:00.00","13_A15",NA,NA,"M"
"L970636",NA,"RB","L970636","2013-05-27","8:53","2013-05-28","08:49:00.00","13_A15",NA,NA,"F"
"L970639",NA,"LR","L970639","2013-05-28","08:49:00.00","2013-05-29","08:54:00.00","13_A15",NA,NA,"F"
"L970634",NA,"N","L970634","2013-05-28","08:49:00.00","2013-05-29","08:54:00.00","13_A15",NA,NA,"F"
"L970641",NA,"L","L970641","2013-05-27","9:10","2013-05-28","09:02:00.00","13_A29",NA,NA,"M"
"L970643",NA,"R","L970643","2013-05-28","09:02:00.00","2013-05-29","09:29:00.00","13_A29",NA,NA,"F"
"L970644",NA,"B","L970644","2013-05-28","09:02:00.00","2013-05-29","09:29:00.00","13_A29",NA,NA,"F"
"L970642",NA,"LB","L970642","2013-05-28","09:02:00.00","2013-05-29","09:29:00.00","13_A29",NA,NA,"F"
"L970645",NA,"RB","L970645","2013-05-28","09:02:00.00","2013-05-29","09:29:00.00","13_A29",NA,NA,"F"
"L970647",NA,"LR","L970647","2013-05-28","09:02:00.00","2013-05-29","09:29:00.00","13_A29","2013-06-22",NA,"F"
"L970646",NA,"A","L970646","2013-05-29","09:29:00.00","2013-05-31","10:31:00.00","13_A29",NA,NA,"M"
"L970640",NA,"LT","L970640","2013-05-29","09:29:00.00","2013-05-31","10:31:00.00","13_A29","2013-06-22",NA,"F"
"L970648",NA,"L","L970648","2013-05-27","9:03","2013-05-28","09:20:00.00","13_A38",NA,NA,"F"
"L970649",NA,"R","L970649","2013-05-27","9:03","2013-05-28","09:20:00.00","13_A38",NA,NA,"M"
"L970650",NA,"B","L970650","2013-05-28","09:20:00.00","2013-05-29","09:43:00.00","13_A38",NA,NA,"F"
"L970658",NA,"L","L970658","2013-05-15","12:05","2013-05-28","09:28:00.00","13_A40",NA,NA,"M"
"L970656",NA,"R","L970656","2013-05-15","12:05","2013-05-28","09:28:00.00","13_A40",NA,NA,"M"
"L970652",NA,"B","L970652","2013-05-15","12:05","2013-05-28","09:28:00.00","13_A40",NA,NA,"M"
"L970651",NA,"LB","L970651","2013-05-15","12:05","2013-05-28","09:28:00.00","13_A40",NA,NA,"M"
"L970653",NA,"RB","L970653","2013-05-15","12:05","2013-05-28","09:28:00.00","13_A40",NA,NA,"F"
"L970657",NA,"LR","L970657","2013-05-15","12:05","2013-05-28","09:28:00.00","13_A40",NA,NA,"F"
"L970654",NA,"A","L970654","2013-05-15","12:05","2013-05-28","09:28:00.00","13_A40",NA,NA,"F"
"L970655",NA,"N","L970655","2013-05-15","12:05","2013-05-28","09:28:00.00","13_A40","2013-06-22",NA,"M"
"L970664",NA,"L","L970664","2013-05-18","9:20","2013-05-29","08:40:00.00","13_A8",NA,NA,"M"
"L970660",NA,"R","L970660","2013-05-18","9:20","2013-05-29","08:40:00.00","13_A8",NA,NA,"M"
"L970663",NA,"B","L970663","2013-05-18","9:20","2013-05-29","08:40:00.00","13_A8",NA,NA,"M"
"L970667",NA,"LB","L970667","2013-05-18","9:20","2013-05-29","08:40:00.00","13_A8",NA,NA,"M"
"L970659",NA,"RB","L970659","2013-05-18","9:20","2013-05-29","08:40:00.00","13_A8",NA,NA,"M"
"L970661",NA,"LR","L970661","2013-05-29","08:40:00.00","2013-05-30","08:30:00.00","13_A8",NA,NA,"M"
"L970665",NA,"A","L970665","2013-05-29","08:40:00.00","2013-05-30","08:30:00.00","13_A8",NA,NA,"M"
"L970666",NA,"LT","L970666","2013-05-30","08:30:00.00","2013-06-01","09:06:00.00","13_A8",NA,NA,"M"
"L970662",NA,"N","L970662","2013-05-30","08:30:00.00","2013-06-01","09:06:00.00","13_A8",NA,NA,"F"
"L970670",NA,"L","L970670","2013-05-28","8:52","2013-05-29","09:00:00.00","13_A18",NA,NA,"M"
"L970668",NA,"R","L970668","2013-05-28","8:52","2013-05-29","09:00:00.00","13_A18",NA,NA,"M"
"L970674",NA,"B","L970674","2013-05-28","8:52","2013-05-29","09:00:00.00","13_A18",NA,NA,"M"
"L970671",NA,"LB","L970671","2013-05-28","8:52","2013-05-29","09:00:00.00","13_A18","2013-06-23",NA,"F"
"L970673",NA,"RB","L970673","2013-05-28","8:52","2013-05-29","09:00:00.00","13_A18",NA,NA,"F"
"L970672",NA,"LR","L970672","2013-05-28","8:52","2013-05-29","09:00:00.00","13_A18",NA,NA,"F"
"L970669",NA,"N","L970669","2013-05-29","09:00:00.00","2013-05-30","08:46:00.00","13_A18","2013-06-23",NA,"M"
"L970677",NA,"LT","L970677","2013-05-28","9:35","2013-05-29","09:53:00.00","13_A42",NA,NA,"M"
"L970679",NA,"RT","L970679","2013-05-28","9:35","2013-05-29","09:53:00.00","13_A42",NA,NA,"M"
"L970675",NA,"B","L970675","2013-05-28","9:35","2013-05-29","09:53:00.00","13_A42",NA,NA,"F"
"L970682",NA,"LB","L970682","2013-05-28","9:35","2013-05-29","09:53:00.00","13_A42",NA,NA,"F"
"L970680",NA,"RB","L970680","2013-05-28","9:35","2013-05-29","09:53:00.00","13_A42",NA,NA,"F"
"L970681",NA,"LR","L970681","2013-05-28","9:35","2013-05-29","09:53:00.00","13_A42",NA,NA,"M"
"L970678",NA,"A","L970678","2013-05-29","09:53:00.00","2013-05-30","09:52:00.00","13_A42",NA,NA,"F"
"L970676",NA,"N","L970676","2013-05-29","09:53:00.00","2013-05-30","09:52:00.00","13_A42",NA,NA,"M"
"L970686",NA,"L","L970686","2013-05-29","8:45","2013-05-30","08:35:00.00","13_A9",NA,NA,"M"
"13_A9R",NA,"R",NA,"2013-05-29","8:45","2013-05-30","08:35:00.00","13_A9","2013-06-08","12:42:00.00","F"
"L970683",NA,"B","L970683","2013-05-29","8:45","2013-05-30","08:35:00.00","13_A9",NA,NA,"M"
"13_A9LB",NA,"LB",NA,"2013-05-30","08:35:00.00","2013-05-31","09:35:00.00","13_A9","2013-06-05","11:13:00.00","M"
"L970684",NA,"RB","L970684","2013-05-30","08:35:00.00","2013-05-31","09:35:00.00","13_A9",NA,NA,"M"
"L970685",NA,"LR","L970685","2013-05-30","08:35:00.00","2013-05-31","09:35:00.00","13_A9",NA,NA,"M"
"13_A9N",NA,"N",NA,"2013-05-31","09:35:00.00","2013-06-02","08:56:00.00","13_A9","2013-06-02","08:56:00.00","M"
"13_A20L",NA,"L",NA,"2013-05-29","9:10","2013-05-30","08:56:00.00","13_A20","2013-05-31","10:10:00.00","M"
"13_A20R",NA,"R",NA,"2013-05-29","9:10","2013-05-30","08:56:00.00","13_A20","2013-05-31","10:10:00.00","F"
"13_A20B",NA,"B",NA,"2013-05-29","9:10","2013-05-30","08:56:00.00","13_A20","2013-05-31","10:10:00.00","M"
"L970689",NA,"L","L970689","2013-05-29","9:12","2013-05-30","08:58:00.00","13_A22",NA,NA,"M"
"L970691",NA,"R","L970691","2013-05-29","9:12","2013-05-30","08:58:00.00","13_A22",NA,NA,"F"
"L970695",NA,"B","L970695","2013-05-29","9:12","2013-05-30","08:58:00.00","13_A22",NA,NA,"F"
"L970692",NA,"LB","L970692","2013-05-29","9:12","2013-05-30","08:58:00.00","13_A22",NA,NA,"F"
"L970688",NA,"RB","L970688","2013-05-29","9:12","2013-05-30","08:58:00.00","13_A22",NA,NA,"F"
"L970694",NA,"LR","L970694","2013-05-30","08:58:00.00","2013-05-31","10:08:00.00","13_A22",NA,NA,"F"
"L970693",NA,"A","L970693","2013-05-30","08:58:00.00","2013-05-31","10:08:00.00","13_A22",NA,NA,"M"
"L970690",NA,"N","L970690","2013-05-30","08:58:00.00","2013-05-31","10:08:00.00","13_A22",NA,NA,"M"
"13_A24L",NA,"L",NA,"2013-05-29","9:27","2013-05-30","09:05:00.00","13_A24","2013-06-05","12:42:00.00","F"
"13_A24R",NA,"R",NA,"2013-05-29","9:27","2013-05-30","09:05:00.00","13_A24","2013-06-05","12:42:00.00","M"
"13_A24B",NA,"B",NA,"2013-05-29","9:27","2013-05-30","09:05:00.00","13_A24","2013-06-05","12:42:00.00","M"
"13_A24LB",NA,"LB",NA,"2013-05-29","9:27","2013-05-30","09:05:00.00","13_A24","2013-06-05","12:42:00.00","M"
"13_A24RB",NA,"RB",NA,"2013-05-29","9:27","2013-05-30","09:05:00.00","13_A24","2013-06-05","12:42:00.00","M"
"13_A24LR",NA,"LR",NA,"2013-05-29","9:27","2013-05-30","09:05:00.00","13_A24","2013-06-05","12:42:00.00","M"
"13_A24N",NA,"N",NA,"2013-05-30","09:05:00.00","2013-05-31","10:15:00.00","13_A24","2013-06-05","12:42:00.00","M"
"L970701",NA,"L","L970701","2013-05-29","9:38","2013-05-30","09:15:00.00","13_A32",NA,NA,"F"
"L970700",NA,"R","L970700","2013-05-29","9:38","2013-05-30","09:15:00.00","13_A32",NA,NA,"M"
"L970702",NA,"B","L970702","2013-05-29","9:38","2013-05-30","09:15:00.00","13_A32",NA,NA,"M"
"L970699",NA,"LB","L970699","2013-05-30","09:15:00.00","2013-05-31","10:58:00.00","13_A32",NA,NA,"F"
"L970696",NA,"RB","L970696","2013-05-30","09:15:00.00","2013-05-31","10:58:00.00","13_A32",NA,NA,"F"
"L970698",NA,"LR","L970698","2013-05-31","10:58:00.00","2013-06-02","09:58:00.00","13_A32",NA,NA,"M"
"L970697",NA,"A","L970697","2013-05-31","10:58:00.00","2013-06-02","09:58:00.00","13_A32",NA,NA,"F"
"L970705",NA,"L","L970705","2013-05-29","9:40","2013-05-30","09:38:00.00","13_A35",NA,NA,"F"
"L970708",NA,"R","L970708","2013-05-29","9:40","2013-05-30","09:38:00.00","13_A35",NA,NA,"F"
"L970712",NA,"B","L970712","2013-05-29","9:40","2013-05-30","09:38:00.00","13_A35",NA,NA,"M"
"L970709",NA,"LB","L970709","2013-05-30","09:38:00.00","2013-05-31","11:03:00.00","13_A35",NA,NA,"M"
"L970706",NA,"RB","L970706","2013-05-30","09:38:00.00","2013-05-31","11:03:00.00","13_A35",NA,NA,"M"
"L970707",NA,"LR","L970707","2013-05-30","09:38:00.00","2013-05-31","11:03:00.00","13_A35",NA,NA,"F"
"L970703",NA,"A","L970703","2013-05-30","09:38:00.00","2013-05-31","11:03:00.00","13_A35",NA,NA,"F"
"L970711",NA,"LT","L970711","2013-05-30","09:38:00.00","2013-05-31","11:03:00.00","13_A35",NA,NA,"F"
"L970713",NA,"RT","L970713","2013-05-30","09:38:00.00","2013-05-31","11:03:00.00","13_A35",NA,NA,"F"
"L970704",NA,"BT","L970704","2013-05-30","09:38:00.00","2013-05-31","11:03:00.00","13_A35","2013-06-24",NA,"F"
"L970710",NA,"N","L970710","2013-05-31","11:03:00.00","2013-06-02","10:18:00.00","13_A35",NA,NA,"F"
"L970716",NA,"L","L970716","2013-05-29","9:52","2013-05-30","09:47:00.00","13_A41",NA,NA,"F"
"L970717",NA,"R","L970717","2013-05-29","9:52","2013-05-30","09:47:00.00","13_A41",NA,NA,"F"
"L970715",NA,"B","L970715","2013-05-29","9:52","2013-05-30","09:47:00.00","13_A41",NA,NA,"F"
"L970714",NA,"LB","L970714","2013-05-30","09:47:00.00","2013-05-31","11:38:00.00","13_A41",NA,NA,"M"
"13_A2L",NA,"L",NA,"2013-05-30","8:26","2013-05-31","08:58:00.00","13_A2","2013-06-09","13:14:00.00","M"
"13_A2R",NA,"R",NA,"2013-05-30","8:26","2013-05-31","08:58:00.00","13_A2","2013-06-09","13:14:00.00","M"
"13_A2B",NA,"B",NA,"2013-05-30","8:26","2013-05-31","08:58:00.00","13_A2","2013-06-09","13:14:00.00","F"
"L970734",NA,"LB","L970734","2013-05-30","8:26","2013-05-31","08:58:00.00","13_A2","2013-06-10","13:15:00.00","M"
"13_A2RB",NA,"RB",NA,"2013-05-30","8:26","2013-05-31","08:58:00.00","13_A2","2013-06-09","13:14:00.00","M"
"L970733",NA,"LR","L970733","2013-05-30","8:26","2013-05-31","08:58:00.00","13_A2","2013-06-10","13:15:00.00","F"
"13_A2A",NA,"A",NA,"2013-05-31","08:58:00.00","2013-06-01","08:58:00.00","13_A2","2013-06-09","13:14:00.00","F"
"L970735",NA,"LT","L970735","2013-05-31","08:58:00.00","2013-06-01","08:58:00.00","13_A2","2013-06-10","13:15:00.00","F"
"13_A2RT",NA,"RT",NA,"2013-05-31","08:58:00.00","2013-06-01","08:58:00.00","13_A2","2013-06-09","13:14:00.00","M"
"13_A2N",NA,"N",NA,"2013-05-31","08:58:00.00","2013-06-01","08:58:00.00","13_A2","2013-06-09","13:14:00.00","F"
"L970743",NA,"L","L970743","2013-05-30","8:28","2013-05-31","09:09:00.00","13_A6","2013-06-15","14:38:00.00","M"
"L970738",NA,"R","L970738","2013-05-30","8:28","2013-05-31","09:09:00.00","13_A6","2013-06-15","14:38:00.00","M"
"L970740",NA,"B","L970740","2013-05-30","8:28","2013-05-31","09:09:00.00","13_A6","2013-06-15","14:38:00.00","F"
"L970739",NA,"LB","L970739","2013-05-30","8:28","2013-05-31","09:09:00.00","13_A6","2013-06-15","14:38:00.00","M"
"L970737",NA,"RB","L970737","2013-05-30","8:28","2013-05-31","09:09:00.00","13_A6","2013-06-12","14:45:00.00","F"
"L970741",NA,"LR","L970741","2013-05-30","8:28","2013-05-31","09:09:00.00","13_A6","2013-06-15","14:38:00.00","F"
"L970736",NA,"A","L970736","2013-05-30","8:28","2013-05-31","09:09:00.00","13_A6","2013-06-15","14:38:00.00","M"
"L970742",NA,"LT","L970742","2013-05-31","09:09:00.00","2013-06-01","09:00:00.00","13_A6","2013-06-12","14:45:00.00","F"
"13_A6RT",NA,"RT",NA,"2013-05-31","09:09:00.00","2013-06-01","09:00:00.00","13_A6","2013-06-06","12:57:00.00","M"
"13_A6N",NA,"N",NA,"2013-06-01","09:00:00.00","2013-06-03","11:10:00.00","13_A6","2013-06-06","12:57:00.00","M"
"L970745",NA,"L","L970745","2013-05-30","8:51","2013-05-31","10:04:00.00","13_A19",NA,NA,"M"
"L970749",NA,"R","L970749","2013-05-30","8:51","2013-05-31","10:04:00.00","13_A19",NA,NA,"F"
"L970744",NA,"B","L970744","2013-05-30","8:51","2013-05-31","10:04:00.00","13_A19",NA,NA,"F"
"L970747",NA,"LB","L970747","2013-05-31","10:04:00.00","2013-06-01","09:50:00.00","13_A19",NA,NA,"F"
"L970746",NA,"RB","L970746","2013-05-31","10:04:00.00","2013-06-01","09:50:00.00","13_A19","2013-06-25",NA,"M"
"L970748",NA,"LR","L970748","2013-06-01","09:50:00.00","2013-06-03","12:23:00.00","13_A19","2013-06-15","15:31:00.00","M"
"L970750",NA,"N","L970750","2013-06-01","09:50:00.00","2013-06-03","12:23:00.00","13_A19","2013-06-15","15:31:00.00","F"
"L970753",NA,"L","L970753","2013-05-30","9:56","2013-05-31","11:42:00.00","13_A43",NA,NA,"M"
"L970757",NA,"R","L970757","2013-05-30","9:56","2013-05-31","11:42:00.00","13_A43",NA,NA,"F"
"L970754",NA,"B","L970754","2013-05-30","9:56","2013-05-31","11:42:00.00","13_A43",NA,NA,"M"
"L970755",NA,"LB","L970755","2013-05-30","9:56","2013-05-31","11:42:00.00","13_A43",NA,NA,"M"
"L970751",NA,"RB","L970751","2013-05-30","9:56","2013-05-31","11:42:00.00","13_A43",NA,NA,"M"
"L970760",NA,"LR","L970760","2013-05-30","9:56","2013-05-31","11:42:00.00","13_A43",NA,NA,"F"
"L970756",NA,"A","L970756","2013-05-30","9:56","2013-05-31","11:42:00.00","13_A43",NA,NA,"M"
"L970759",NA,"LT","L970759","2013-05-31","11:42:00.00","2013-06-01","10:35:00.00","13_A43",NA,NA,"M"
"L970758",NA,"RT","L970758","2013-05-31","11:42:00.00","2013-06-01","10:35:00.00","13_A43",NA,NA,"M"
"L970752",NA,"N","L970752","2013-05-31","11:42:00.00","2013-06-01","10:35:00.00","13_A43","2013-06-25",NA,"M"
"L970724",NA,"L","L970724","2013-05-30","7:36","2013-05-31","07:40:00.00","13_27",NA,NA,"M"
"L970723",NA,"R","L970723","2013-05-30","7:36","2013-05-31","07:40:00.00","13_27",NA,NA,"M"
"L970725",NA,"B","L970725","2013-05-30","7:36","2013-05-31","07:40:00.00","13_27",NA,NA,"F"
"L970720",NA,"RBT","L970720","2013-05-30","7:36","2013-05-31","07:40:00.00","13_27",NA,NA,"F"
"L970722",NA,"RB","L970722","2013-05-30","7:36","2013-05-31","07:40:00.00","13_27",NA,NA,"F"
"L970718",NA,"LR","L970718","2013-05-30","7:36","2013-05-31","07:40:00.00","13_27",NA,NA,"F"
"L970719",NA,"LT","L970719","2013-05-30","7:36","2013-05-31","07:40:00.00","13_27",NA,NA,"M"
"L970721",NA,"A","L970721","2013-05-30","7:36","2013-05-31","07:40:00.00","13_27",NA,NA,"F"
"L970726",NA,"L","L970726","2013-05-30","8:11","2013-05-31","08:27:00.00","13_157",NA,NA,"M"
"L970732",NA,"R","L970732","2013-05-30","8:11","2013-05-31","08:27:00.00","13_157",NA,NA,"F"
"L970731",NA,"B","L970731","2013-05-30","8:11","2013-05-31","08:27:00.00","13_157","2013-06-15","13:48:00.00","M"
"L970730",NA,"LB","L970730","2013-05-30","8:11","2013-05-31","08:27:00.00","13_157",NA,NA,"M"
"L970729",NA,"RB","L970729","2013-05-30","8:11","2013-05-31","08:27:00.00","13_157",NA,NA,"F"
"L970728",NA,"LR","L970728","2013-05-30","8:11","2013-05-31","08:27:00.00","13_157",NA,NA,"F"
"L970727",NA,"A","L970727","2013-05-31","08:27:00.00","2013-06-01","08:30:00.00","13_157",NA,NA,"M"
"L970785",NA,"L","L970785","2013-05-31","10:01","2013-06-01","09:44:00.00","13_A26",NA,NA,"M"
"L970781",NA,"R","L970781","2013-05-31","10:01","2013-06-01","09:44:00.00","13_A26",NA,NA,"F"
"L970778",NA,"B","L970778","2013-05-31","10:01","2013-06-01","09:44:00.00","13_A26",NA,NA,"M"
"L970784",NA,"LB","L970784","2013-05-31","10:01","2013-06-01","09:44:00.00","13_A26","2013-06-16","15:39:00.00","M"
"L970777",NA,"RB","L970777","2013-05-31","10:01","2013-06-01","09:44:00.00","13_A26",NA,NA,"F"
"L970779",NA,"LR","L970779","2013-05-31","10:01","2013-06-01","09:44:00.00","13_A26","2013-06-13","12:20:00.00","M"
"L970783",NA,"A","L970783","2013-05-31","10:01","2013-06-01","09:44:00.00","13_A26","2013-06-16","15:39:00.00","M"
"L970780",NA,"LT","L970780","2013-05-31","10:01","2013-06-01","09:44:00.00","13_A26","2013-06-16","15:39:00.00","M"
"L970782",NA,"RT","L970782","2013-06-01","09:44:00.00","2013-06-02","09:21:00.00","13_A26","2013-06-13","12:20:00.00","F"
"L970793",NA,"L","L970793","2013-05-31","10:55","2013-06-01","10:06:00.00","13_A30","2013-06-26",NA,"F"
"L970792",NA,"R","L970792","2013-05-31","10:55","2013-06-01","10:06:00.00","13_A30",NA,NA,"F"
"L970789",NA,"B","L970789","2013-05-31","10:55","2013-06-01","10:06:00.00","13_A30",NA,NA,"M"
"L970787",NA,"LB","L970787","2013-05-31","10:55","2013-06-01","10:06:00.00","13_A30",NA,NA,"F"
"L970786",NA,"RB","L970786","2013-05-31","10:55","2013-06-01","10:06:00.00","13_A30",NA,NA,"F"
"L970791",NA,"LR","L970791","2013-05-31","10:55","2013-06-01","10:06:00.00","13_A30",NA,NA,"M"
"L970788",NA,"A","L970788","2013-05-31","10:55","2013-06-01","10:06:00.00","13_A30",NA,NA,"F"
